generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,4,0.00023338546755932415,0.0002682783165962272,0.00024734776962366685,8.616254852750288e-06
1,4,0.00023040708465305658,0.0002704537900807681,0.0002482393676376486,1.0278797519291486e-05
2,4,0.0002385631826061736,0.00027298909989965334,0.00025086253140482745,9.104736146515198e-06
3,4,0.00023135952955327422,0.0002833184286999709,0.00025323045518663406,1.3457072478112813e-05
4,4,0.0002310735030699649,0.00027093496446688615,0.00025259761890963114,1.00087733907034e-05
5,4,0.00023272359167999843,0.0002677359994481668,0.00025143895068329255,9.251117285056385e-06
6,4,0.00023401674352974562,0.00027343622672886924,0.000253945391069622,1.191871290105297e-05
7,4,0.0002437177092971037,0.00027671115862568823,0.0002597138479333704,1.02679877858299e-05
8,4,0.00024065924180986892,0.00027668718804858914,0.00025695456649567464,1.1051011297244745e-05
9,4,0.00023765442449239055,0.0002827975287949285,0.00025843981624934715,1.3859928244338911e-05
10,4,0.0002400908882090579,0.00028185796898700044,0.00025914726338411816,1.3179562854458605e-05
11,4,0.0002394487084180777,0.000280493490562737,0.0002548700140762345,1.1260691644431315e-05
12,4,0.00023994442521553598,0.000280493490562737,0.0002580979452404421,1.1229987506977242e-05
13,4,0.0002361064957533771,0.000280493490562737,0.00025854084357043977,1.120734452276631e-05
14,4,0.00023574058379967962,0.00028052753059565566,0.0002565547134900001,1.3793865357320692e-05
15,4,0.00023592724047474163,0.00028725116985031055,0.0002559203252966167,1.2209163425387162e-05
16,4,0.0002345885385021852,0.00028725116985031055,0.00025646612267527126,1.1590648627631404e-05
17,4,0.00025036116072283966,0.00028725116985031055,0.00026119719433270484,1.0163149300659725e-05
18,4,0.00023339229613984135,0.0002919350607031323,0.00025757920873365484,1.493935015943137e-05
19,4,0.00023760749542223335,0.0002837356765709113,0.0002548765988046149,1.2591457108370014e-05
20,4,0.00023729670546397347,0.0002837356765709113,0.0002558999490981816,1.1606065717830998e-05
21,4,0.00023582225013358461,0.0002795003180524903,0.00025977998108279337,1.1370023562578564e-05
22,4,0.00023523010460685227,0.0002800844556393778,0.0002586193708857947,1.2470049980150402e-05
23,4,0.0002309164802187091,0.0002812433503566915,0.00025716303101903687,1.362614070494915e-05
24,4,0.00022993401100746428,0.0002812433503566915,0.0002551592244283109,1.3759415866109915e-05
25,4,0.00023597906668594158,0.0002812433503566915,0.00025606131661323083,1.287985207340411e-05
26,4,0.00023586413518988613,0.0002816457970727774,0.0002632892207855291,1.3158954137817866e-05
27,4,0.00024980521554505107,0.0002816457970727774,0.0002657945503640205,8.556174833558964e-06
28,4,0.0002428206780287641,0.0002816457970727774,0.00026316598705230533,1.2308679025624797e-05
29,4,0.00023929409806383936,0.0002816457970727774,0.00025994700439597237,1.2076043600064705e-05
30,4,0.0002412920168817154,0.0002801784677891379,0.00025934495416335055,1.154555769194889e-05
31,4,0.00023592206932072858,0.00028005585914559546,0.0002584910428619304,1.0120766121642408e-05
32,4,0.00023718590072905498,0.0002803725761942618,0.0002611575061741377,1.311291521742498e-05
33,4,0.00023771129595294243,0.0002943897658099118,0.0002581105000537732,1.5338606389040026e-05
34,4,0.00024163317454310032,0.00028332552318255117,0.0002629170665585137,1.2541321780902256e-05
35,4,0.00024034017050902584,0.00028528895032884125,0.0002624683816372334,1.2508416888023176e-05
36,4,0.00023260129929599834,0.00028528895032884125,0.0002626923620029538,1.22671172183076e-05
37,4,0.00023869618434047167,0.00028168500363392985,0.0002598812403084113,1.2652226406217748e-05
38,4,0.00023984104948489074,0.00028076633848660913,0.0002584412551918132,1.163384734897433e-05
39,4,0.00023114240932184667,0.00028238085593380847,0.0002602314531126713,1.353809253511708e-05
40,4,0.0002326752874171226,0.0002896777675095888,0.0002589096347340964,1.6776785814653125e-05
41,4,0.0002384584456390924,0.0002896777675095888,0.00025999719693591477,1.6316104498158805e-05
42,4,0.00024203603118309452,0.00029012780832339644,0.0002606862140695332,1.2526391126541289e-05
43,4,0.00023234334457313436,0.0002961800085137425,0.0002577634961109912,1.5974083561209418e-05
44,4,0.00022364237086816755,0.00028305397934610184,0.00025591217744256266,1.3559172995726724e-05
45,4,0.00024064034100807334,0.0002791464421764184,0.00025991401135565495,1.0006197684770465e-05
46,4,0.00023150476182866715,0.0002712212378534511,0.0002502655610752125,1.1752835020690051e-05
47,4,0.00023639071402672726,0.00027352628388843344,0.0002521214949658893,1.083402333144594e-05
48,4,0.00024213402410426686,0.0002724149392402509,0.00025714428833412925,9.337854025241484e-06
49,4,0.00024067763262549538,0.0002724149392402509,0.00025880271646537567,1.0013894142234206e-05
50,4,0.00024251060854112142,0.00028010126668021013,0.0002564258180024775,1.0670122245288632e-05
51,4,0.00023722712167905326,0.0002705270750682643,0.00025275804758526955,9.821558043935429e-06
52,4,0.00023486449672846554,0.0002780232390897208,0.0002547271913972979,1.2085627094409652e-05
53,4,0.00023493302965564935,0.0002780232390897208,0.00025775459305745374,1.227515039846979e-05
54,4,0.00023866759437919915,0.00028177230007589025,0.0002649122322953019,1.2751387059942334e-05
55,4,0.000247036084115319,0.0002872504379977235,0.0002668068851057217,1.2129041663263136e-05
56,4,0.00024760949190447335,0.0002872504379977235,0.0002646750360851131,1.2004132095160238e-05
57,4,0.00024103301247954635,0.0002851452093168688,0.0002602725516608332,1.2699561758113872e-05
58,4,0.00022889975750195238,0.00029284774752105547,0.0002568035018366732,1.9727943990957125e-05
59,4,0.00022798786207076975,0.00029049761407289135,0.00025807829238019744,1.7087920545209298e-05
