generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,4,0.00027263670193079125,0.0003194779385609877,0.00029623930295532907,1.1733694860479339e-05
1,4,0.00027466342201972984,0.0003194779385609877,0.0002968807790565047,1.1998302878472712e-05
2,4,0.0002815823856613637,0.00031905466550262863,0.0003004105983698645,1.0230127098073665e-05
3,4,0.0002822018095892785,0.0003202624005039585,0.0003038816254021488,1.1776611753084939e-05
4,4,0.0002783155872054926,0.0003181239430088843,0.0003013611759218781,1.0867242195976195e-05
5,4,0.00029175780347143025,0.0003239733609137951,0.00030692880194938953,9.620301666623513e-06
6,4,0.00028386731133752,0.0003201516111204169,0.00030507069334687536,9.91612616900254e-06
7,4,0.00029028808295726344,0.00033066586777800235,0.00030838074179359446,1.0262971517597621e-05
8,4,0.00030145097541626,0.00033296634654812063,0.00031641539402767075,9.422877317880672e-06
9,4,0.00029532748733996923,0.00034659467639994103,0.00031740270899231207,1.5378089126567625e-05
10,4,0.00028878581689892763,0.0003492685314110921,0.00032320421999555775,1.5844583937366098e-05
11,4,0.0003013678919187644,0.00034019853547578616,0.00032190050373921567,1.376111905893145e-05
12,4,0.0002913485459049554,0.0003463137404103075,0.00032011554652846815,1.3954671980602395e-05
13,4,0.0002858765835011686,0.000333200791385185,0.0003124558071147255,1.3549238871352125e-05
14,4,0.0002845570396944605,0.00033499516285238743,0.00030851673363073044,1.6912492408327075e-05
15,4,0.0002613318480950071,0.0003281717190116648,0.00030180557917563924,1.7949174714791758e-05
16,4,0.00029419592470195175,0.00033976627364995683,0.00031355228143308293,1.2300651837100913e-05
17,4,0.00028839911338576746,0.00033890403405876466,0.0003130363766835736,1.4652990850419071e-05
18,4,0.0002881605232120018,0.00032944891531338323,0.0003084680448474244,1.0967985939864512e-05
19,4,0.0002895370225828829,0.000324487977616214,0.0003130327491216551,1.021039119443417e-05
20,4,0.00028204594922204843,0.0003411498934019556,0.00031338788747633254,1.6051684227791934e-05
21,4,0.0002809514874669511,0.0003411498934019556,0.00031381858527855955,1.5624100728496153e-05
22,4,0.00028228137883661025,0.00034549851069493916,0.0003129645686697711,1.5737840814531337e-05
23,4,0.0002819115108438394,0.00034549851069493916,0.0003112769888232751,1.3028713724049649e-05
24,4,0.00028866986024091515,0.00034482604212157376,0.0003113600601130419,1.3610581231432101e-05
25,4,0.00028201078022381044,0.00033445708225034583,0.00031398865765106736,1.198386750574989e-05
26,4,0.0002795472588462181,0.0003348898571160468,0.0003112249491240239,1.6852147781974192e-05
27,4,0.0002770019955337775,0.0003547491409900041,0.0003194986948506346,1.8944860838767863e-05
28,4,0.0002762054703836544,0.0003428778077939686,0.000310504473163326,1.712021648838457e-05
29,4,0.00028996585878857914,0.0003428778077939686,0.00031409956929158553,1.4362070935288982e-05
30,4,0.0002932614259985846,0.0003366148638038512,0.00031103099061712675,1.1770918876900978e-05
31,4,0.00028497117655652447,0.00033423875138327715,0.0003091542916571691,1.4179712772716135e-05
32,4,0.0002894667807680803,0.00034305003286472897,0.00030925696606003356,1.5782120677363778e-05
33,4,0.0002776158410091258,0.0003331924734859997,0.000311785590980749,1.7682798698819357e-05
34,4,0.000275105327715049,0.00033535585368887845,0.0003122465985960862,1.5899194612833537e-05
35,4,0.00029245248090287043,0.00034331553330876755,0.0003137666375665553,1.803568199183359e-05
36,4,0.00029136235689203874,0.00034331553330876755,0.0003139225843642161,1.6203453968454398e-05
37,4,0.00028139422948551454,0.0003469008661137799,0.00031133678415159934,2.031425290247028e-05
38,4,0.0002800370801828587,0.00034688096027174064,0.00031364750483904694,1.9305804059439156e-05
39,4,0.0002859994454677807,0.0003443717610340786,0.0003107577954046386,1.7376429502112964e-05
40,4,0.00028787429214629113,0.00033071159531947755,0.0003118408820980338,1.2433226452757219e-05
41,4,0.0002941844817871956,0.00032949852359932103,0.00031587957809983984,1.0785080841911262e-05
42,4,0.0002761914939875877,0.0003277867358127169,0.0003106708628754772,1.3730749088422917e-05
43,4,0.00026958283464699923,0.000327164026890051,0.00030961225117432127,1.4310627757244486e-05
44,4,0.0002942116244643241,0.00032556143474193417,0.0003068884092617096,1.0169355996889438e-05
45,4,0.0002782701441642984,0.0003336536987284782,0.0003082781834138128,1.7861162472479996e-05
46,4,0.0002800060965693129,0.0003336536987284782,0.00030591953569975396,1.61674200313563e-05
47,4,0.0002804910826262991,0.0003415012114842307,0.00031238171872107845,1.9071907833527334e-05
48,4,0.00028488096932617244,0.00033346165743460026,0.00031634186234931813,1.3317705129182136e-05
49,4,0.0002920147188758335,0.0003427878048710898,0.00032018668203848106,1.5415281985979808e-05
50,4,0.00027501839224437183,0.00034575505605754646,0.00031672360453858763,1.7554971447852406e-05
51,4,0.0002883541069248427,0.00034352706957535713,0.00031606618273012974,1.5255234897000802e-05
52,4,0.00029194970799892013,0.00034635459047724376,0.00031532928696803456,1.6857852818625463e-05
53,4,0.00027923932391316373,0.00034061402688209246,0.00031570667684624015,1.3737527707125416e-05
54,4,0.00028633295503259335,0.0003290810947117557,0.0003076853997899867,1.3083999718652698e-05
55,4,0.0002910480616057234,0.00032948924035807267,0.0003095304309162437,1.1442550971784164e-05
56,4,0.0002877434356952677,0.00032948924035807267,0.000313730041886895,1.1701703016043522e-05
57,4,0.0002808086259317813,0.0003360027330495424,0.00030914172075832377,1.729131201591195e-05
58,4,0.000274507094909308,0.000342252310070785,0.00030738843149344006,2.044841218245872e-05
59,4,0.00027618302848665856,0.0003335185311524128,0.00030150583318562724,1.6779780052077263e-05
