generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,4,0.0002307877744044207,0.0002679170178022572,0.0002488882027177237,9.113633211398735e-06
1,4,0.0002328589345338771,0.0002667269116228347,0.00024780746051404086,9.045957177978338e-06
2,4,0.00023853427535225027,0.0002656274087596647,0.00025352626761418045,8.795502173295295e-06
3,4,0.00023923533063779668,0.0002656274087596647,0.00025349197963592804,7.432699634400147e-06
4,4,0.0002451785504833581,0.0002663534150535533,0.0002582455551389139,6.063460221999436e-06
5,4,0.00024037805958730156,0.00027282631005814945,0.000258940818081629,9.343794185273023e-06
6,4,0.0002382989119638791,0.0002687204072412633,0.0002564464824683434,9.78324241268143e-06
7,4,0.00023645791843264832,0.00027784340757646504,0.0002589519416109112,1.2031489419409234e-05
8,4,0.0002275466007007694,0.0002798249118253175,0.0002563204205668885,1.2985971586952834e-05
9,4,0.00023209704431021515,0.00028031001807935955,0.00025989972154849236,1.3606397872147441e-05
10,4,0.00023700133965838915,0.00028479706708966715,0.0002632813510614416,1.2906020874895967e-05
11,4,0.00024267618619011323,0.00028274176348875956,0.0002627154881319108,1.230894576741137e-05
12,4,0.00024238904333898342,0.0002947505294679393,0.0002659277635412309,1.2448843444628339e-05
13,4,0.00024768607873679324,0.0002947505294679393,0.000267301495093379,1.092861195497999e-05
14,4,0.00023951000978857603,0.0002820348650071744,0.00025904082368271946,1.1640450461754437e-05
15,4,0.00023668226507368983,0.0002820348650071744,0.00025870341706932525,1.2457754806650057e-05
16,4,0.00024052977590722572,0.0002843293752266443,0.0002631194324001809,1.2518850445024405e-05
17,4,0.00024860849067724736,0.0002843293752266443,0.0002658252250162074,9.466067688980889e-06
18,4,0.00023704554206435723,0.00029132256449761857,0.00026540797280315704,1.3554443937774868e-05
19,4,0.00023093558692941467,0.00029776446669683163,0.00026413812990917773,1.6136923255616706e-05
20,4,0.00024674861090894813,0.00029776446669683163,0.0002674915578113393,1.3391184186017523e-05
21,4,0.00024262280629052806,0.0002897446181874716,0.0002656873979270012,1.3759458521633524e-05
22,4,0.00024772218702554644,0.0002897446181874716,0.00026727951173063545,1.10025190321501e-05
23,4,0.00023607133718026886,0.00029353772550232084,0.00026265815262031816,1.551149766903907e-05
24,4,0.00024112581249948321,0.0002960281372539222,0.00026471034632275534,1.5675720891094433e-05
25,4,0.00023882793546291058,0.0002960281372539222,0.00026859205569647424,1.5258861510057685e-05
26,4,0.00023498403296783426,0.0002952110655379804,0.0002673611766778236,1.6997861724627266e-05
27,4,0.0002481496200911568,0.0003091120287654562,0.0002716716857116181,1.9249430258752364e-05
28,4,0.00024300892611968218,0.0003008422977393407,0.00026836663715763104,1.4397855975892786e-05
29,4,0.00023744789671141384,0.0003008422977393407,0.0002682855230876884,1.6833880232437998e-05
30,4,0.00024924225212341356,0.0003008422977393407,0.00027084689276871756,1.3601823627645062e-05
31,4,0.0002466505427660806,0.0003008422977393407,0.00027067852546621644,1.551975223992746e-05
32,4,0.00024134955182524443,0.0003008422977393407,0.00026515230621575387,1.8687368089584938e-05
33,4,0.00024063889629893546,0.000303471338129145,0.0002681342222355065,1.531473279002455e-05
34,4,0.0002476977448151719,0.000303471338129145,0.00026910755884634516,1.5303166524061354e-05
35,4,0.0002497263514406009,0.00029947321058186756,0.00026732755852710606,1.3090426914020396e-05
36,4,0.00023709123028584046,0.00029947321058186756,0.00026585825010644586,1.3950202323218036e-05
37,4,0.00023840479720669758,0.0002950496084673695,0.0002616835994460139,1.3165295350151813e-05
38,4,0.00023627625881454504,0.0002982080763759105,0.00025988711484337004,1.530391784567893e-05
39,4,0.0002431551614862521,0.000291297160444234,0.00026152056633753715,1.1832008883556503e-05
40,4,0.0002351127305499071,0.00029479005932736015,0.0002580804335026075,1.1723195286565132e-05
41,4,0.00023374428845597187,0.0002853485293209563,0.0002584614775860789,1.2421101737661288e-05
42,4,0.00022947408689549196,0.00028281300524838075,0.0002579118502740966,1.267719388476125e-05
43,4,0.00024346335459101947,0.0002835617820640288,0.0002609873533120292,1.4023745919178354e-05
44,4,0.00023606900434441143,0.0002835993514975209,0.0002603089869352863,1.2038356637240833e-05
45,4,0.00024597508981367565,0.0002835993514975209,0.0002611663319463585,1.039007254873372e-05
46,4,0.00023706555215465,0.00028533967304879764,0.00026028589907903444,1.547538336122675e-05
47,4,0.00023672757523515492,0.0002835993514975209,0.0002632279818018463,1.2719328994611318e-05
48,4,0.0002505325755126476,0.0002852958902750195,0.00027006759659288883,9.995804414158655e-06
49,4,0.00024849848687221484,0.00029190445932621644,0.0002710789683091613,1.3010472979442615e-05
50,4,0.00024711645828527276,0.00029900794035321175,0.00027537837810127035,1.3816903991322746e-05
51,4,0.0002491259408449981,0.0002965291580831681,0.00027268513941729883,1.4142295677254702e-05
52,4,0.0002451142040862469,0.0002965291580831681,0.000269901083133759,1.3399185819568472e-05
53,4,0.00025074892900040337,0.0002965291580831681,0.0002742718151479981,1.3645529759969713e-05
54,4,0.0002454896913273237,0.00029470627976757835,0.0002687123730115494,1.2973424341007908e-05
55,4,0.00024586454118401464,0.00029470627976757835,0.0002663541299046403,1.5651905538345388e-05
56,4,0.00022743206289441156,0.00029733843571897535,0.0002637795288146708,2.0748315766145438e-05
57,4,0.00023244401720527228,0.00029733843571897535,0.0002657780646157904,1.7065829033850216e-05
58,4,0.0002397321637194161,0.00029101321352152215,0.00026900761540411876,1.5056483737434516e-05
59,4,0.00023029737200287102,0.0002924755377575593,0.0002719073396219245,1.6097590493608666e-05
